index,name,address,location,listed_type,votes,num_rate,online_order,book_table,cuisines,rest_type,cost,bool_online_order,bool_book_table
11787,Masti Masala,"24/1, 20th Main Road, Iskcon Road, Next to Patacon Diagnostic, 1st R Block, Rajajinagar, Bangalore",Rajajinagar,Delivery,397,4.0,Yes,No,North Indian,Quick Bites,450.0,1,0
19028,The Coastal Crew by Fujian on 24th,"25/1, Near Sampoorna, 24th Main, 5th Phase, JP Nagar, Bangalore",JP Nagar,Dine-out,1028,4.2,Yes,Yes,"Chinese, Thai, Seafood, North Indian, Momos","Casual Dining, Bar",1100.0,1,1
12969,Foodiction,"5th C Cross, 15th Main Road, Mahadeshwara Nagar, 2nd Stage, BTM, Bangalore",Bannerghatta Road,Delivery,54,2.9,No,No,"North Indian, Fast Food, Chinese, Burger",Quick Bites,500.0,0,0
20190,THE RIG,"82/4B, Next To Wipro Corporate Office, Sarjapur Road, Bangalore",Sarjapur Road,Delivery,1585,4.3,No,Yes,"Continental, Finger Food, Pizza","Microbrewery, Casual Dining",1500.0,0,1
8427,TFI - The Fresh Ice Cream,"38, Opposite to SBI Bank, Near Village Hyper Market, Akshay Nagar, Bannerghatta Road, Bangalore",Bannerghatta Road,Desserts,41,3.2,Yes,No,"Ice Cream, Beverages",Dessert Parlor,400.0,1,0
13547,Little Kolkata,"6/1, Pipe Line Road, Ejipura Main Road, Ejipura, Bangalore",Ejipura,Delivery,97,3.9,Yes,No,"Bengali, North Indian",Quick Bites,500.0,1,0
17713,Cooking Mom,"Pritech Tech Park Food Court, Ground Floor, Ecospace Tech Park, Bellandur, Bangalore",Bellandur,Delivery,182,2.9,Yes,No,"North Indian, Andhra",Casual Dining,800.0,1,0
5279,Udupi Gokul Cafe,"90, 1st Main Road, Vysya Bank Colony, Mico Layout, BTM, Bangalore",BTM,Dine-out,58,3.8,No,No,South Indian,Quick Bites,300.0,0,0
12148,Mubeena Shariff Chocolatier,"21/14, Hagadur Main Road, Behind Forum Value Mall, Whitefield, Bangalore",Whitefield,Desserts,14,3.6,No,No,Desserts,Dessert Parlor,500.0,0,0
14341,On The Nose,"22, First Cross, Kaveri Layout, Taverekere Main Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Cafes,26,2.7,Yes,No,"Cafe, Italian, Mexican, Chinese",Cafe,600.0,1,0
15556,Mojo Pizza - 2X Toppings,"38, First Floor, Kammanahalli Main Road, Kacharakanahalli, St. Thomas Town Post, Kammanahalli, Bangalore",Kammanahalli,Delivery,91,4.1,Yes,No,Pizza,Delivery,600.0,1,0
5134,Indian Chicken Biryani Point,"117, Neelasandra Bazar Street, Rose Garden Bus Stop",Richmond Road,Dine-out,9,3.3,Yes,No,"Biryani, South Indian",Quick Bites,300.0,1,0
19345,Southern Spice,"1st Floor, Inorbit Mall, EPIP Industrial Area, Sai Baba Hospital, Whitefield, Bangalore",Whitefield,Dine-out,83,3.0,No,Yes,South Indian,Casual Dining,1200.0,0,1
3109,Goli Vada Pav No. 1,"50, 5th Block, Industrial Area, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Delivery,215,3.7,Yes,No,Street Food,Quick Bites,200.0,1,0
7732,Tayabbs,"120-P, A 3, Santosh Towers, EPIP, KIADB Industrial Area, Whitefield, Bangalore",Whitefield,Dine-out,7,3.3,Yes,No,"Fast Food, Rolls",Quick Bites,350.0,1,0
20693,Primal,"501, 2nd Floor, 6th Cross, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Drinks & nightlife,25,3.0,No,No,"Finger Food, Continental",Bar,2300.0,0,0
864,Lassi Bistro,"92/4, Papaiah Reddy Building, Opposite Home Town, Outer ring Road, Marathahalli, Bangalore",Marathahalli,Dine-out,11,3.6,No,No,"Cafe, Fast Food, Beverages",Quick Bites,150.0,0,0
3255,Tango Sandwich King,"43, Pavithra junction, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Delivery,9,3.5,Yes,No,"Fast Food, Sandwich",Quick Bites,200.0,1,0
15735,Cafe Coffee Day,"408, Opposite Jal Vayu Vihar, 3rd Block, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Cafes,56,3.6,Yes,No,Cafe,Cafe,650.0,1,0
872,Saras,"5th Cross, Tulasi Theatre, Road, Marathahalli, Bangalore",Marathahalli,Dine-out,0,0.0,No,No,South Indian,Quick Bites,150.0,0,0
11400,Royal Calcutta Restaurant,"1st Main, Janatha Colony, Near Govt School, Jakkasandra, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Dine-out,269,4.0,Yes,No,"North Indian, Chinese, Bengali",Quick Bites,450.0,1,0
1509,VT Bakes,"23, 4th Cross, OMBR Layout, Banaswadi, Bangalore",Banaswadi,Desserts,0,0.0,No,No,"Bakery, Desserts",Bakery,200.0,0,0
2873,Bombay Kulfis,"LG 04, Skywalk Building, Assay Road, Sindhi Colony, Ulsoor, Bangalore",Ulsoor,Delivery,0,0.0,No,No,Ice Cream,Dessert Parlor,200.0,0,0
4914,Spice 9,"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",Banashankari,Dine-out,8,3.4,No,No,"Biryani, North Indian, Chinese, Fast Food",Quick Bites,300.0,0,0
13982,Chaithanya Delicacy,"43, Palm Grove Road, Opposite SBI Bank, Austin Town, Richmond Road, Bangalore",Richmond Road,Dine-out,52,3.7,No,No,"North Indian, South Indian, Chinese",Casual Dining,550.0,0,0
9631,Maddy's Katti Cafe,"Shop 647/53, 12th Main Road, Rajajinagar, Bangalore",Rajajinagar,Dine-out,71,3.2,Yes,No,"Fast Food, Beverages",Quick Bites,400.0,1,0
9243,Kanti Sweets,"806, Ground Floor, PGR Tower, 19th Main Road, Sector 2, Near Cambridge School, HSR, Bangalore",HSR,Dine-out,151,3.8,Yes,No,"Mithai, Street Food","Sweet Shop, Quick Bites",400.0,1,0
16607,High n Hungry,"18, 4th Main, 14th Cross, 4th Link Road, Maruthi Nagar, Madiwala, BTM, Bangalore",BTM,Delivery,95,2.9,Yes,No,"North Indian, South Indian, Chinese, Fast Food",Delivery,700.0,1,0
6012,Kshatriya's Kitchen,"51, Varthur Road, Opposite Sigma Tech Park, Whitefield, Bangalore",Whitefield,Dine-out,55,3.7,Yes,No,"Andhra, South Indian",Quick Bites,300.0,1,0
7933,Kalmane Koffees,"28B, Ground Floor, Phoenix Market City Mall, Whitefield, Bangalore",Whitefield,Dine-out,104,3.9,No,No,Cafe,Cafe,350.0,0,0
4125,Chai Point,"970, 12th Main, 5th Cross, Indiranagar, Bangalore",Indiranagar,Delivery,176,4.2,Yes,No,"Tea, Beverages, Fast Food","Beverage Shop, Quick Bites",250.0,1,0
3439,Churn,"146, 2nd Cross Road, Jaladarsini Layout, Mathikere, New BEL Road, Bangalore",New BEL Road,Desserts,58,4.2,Yes,No,"Desserts, Ice Cream",Quick Bites,250.0,1,0
14144,Chinese Street,"Kundalhalli, Marathahalli, Bangalore",Marathahalli,Delivery,61,3.1,Yes,No,Chinese,Delivery,550.0,1,0
18797,H3O,"1, 5th Main Road, West Of Chord Road, Shivanagar, Rajajinagar, Bangalore",Rajajinagar,Dine-out,4,3.2,No,No,"North Indian, Chinese",Casual Dining,1000.0,0,0
2467,Indian Desi Momo,"Devarachikkanahalli Main Road, Kaveri Nagar, Hongasandra, Near Bommanahalli, Bangalore",Bommanahalli,Delivery,0,0.0,Yes,No,Momos,Takeaway,200.0,1,0
4217,Indian Paratha Factory,"4/A,Chikka Adugodi,1st Main Road, Taverekerre Main Road, BTM, Bangalore",BTM,Delivery,24,2.9,Yes,No,North Indian,Quick Bites,250.0,1,0
7922,Kabab Palace,"406, Dr Rajkumar Road, 6th Block, Rajajinagar, Bangalore",Rajajinagar,Dine-out,74,3.8,Yes,No,"North Indian, Chinese, Kebab",Quick Bites,350.0,1,0
18757,PagalKhana,"612/1, Lotus Building, 3rd Floor, 80Ft Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Dine-out,144,3.9,Yes,Yes,"Continental, Chinese, Fast Food, Beverages",Casual Dining,1000.0,1,1
7104,PreRit's Food Factory,"115, 1st Floor, 18th Main Road, HAL 2nd Stage, Kodihalli, Indiranagar, Bangalore",Indiranagar,Delivery,67,3.6,Yes,No,"North Indian, Mughlai, Chinese",Delivery,300.0,1,0
5376,Chef Master,"1119/A/28, East End Main Road, 4th T Block, Jayanagar, Bangalore",Jayanagar,Dine-out,75,3.8,Yes,No,"Kerala, North Indian, Chinese",Quick Bites,300.0,1,0
18644,Infinitea Tea Room & Tea Store,"2, Shah Sultan Complex, Cunningham Road, Bangalore",Cunningham Road,Dine-out,858,4.3,Yes,Yes,"Continental, Cafe, Desserts, Salad, Momos","Casual Dining, Cafe",1000.0,1,1
5614,Barista,"8, Ground Floor, Retail Mall Block, Bagmane Tech Park, CV Raman Nagar, Bangalore",CV Raman Nagar,Dine-out,12,3.5,No,No,Cafe,Cafe,300.0,0,0
2735,Andhra Star Biryani,"349, ITPL Main Rd, AECS Layout - C Block, AECS Layout, Brookefield, Bengalore",Brookefield,Delivery,6,3.2,Yes,No,Biryani,Quick Bites,200.0,1,0
11873,Madouk Cafe,"346, 4th Main Road, B Block, AECS Layout, Brookefield, Bangalore",Brookefield,Cafes,72,4.0,No,No,Cafe,Cafe,500.0,0,0
675,Rizq Restaurant,"Arab Lane, B Street, 2nd Cross, Richmond Road, Bangalore",Richmond Road,Dine-out,0,0.0,No,No,Biryani,Quick Bites,150.0,0,0
1712,Smokin Bites,"First Floor, Shree Complex, Opposite Salarpuria Sancity, Sarjapur Road, Bangalore",Sarjapur Road,Dine-out,20,3.4,Yes,No,"North Indian, Chinese",Quick Bites,200.0,1,0
8493,Delices,"1/8, Artillery Road, Ulsoor, Bangalore",Ulsoor,Desserts,6,3.1,Yes,No,"Bakery, Desserts",Bakery,400.0,1,0
10980,Carbon Cup,"6th Cross, 6th Main, Near Ramaiha College, MSR Nagar, Mathikere, New BEL Road",New BEL Road,Delivery,12,3.5,Yes,No,"North Indian, Arabian, Fast Food, Chinese",Quick Bites,400.0,1,0
14800,The Jade Kitchen,"54 & 65, Marenahalli Village, Sarakki Layout, JP Nagar, Bangalore",JP Nagar,Dine-out,118,3.9,Yes,No,"Chinese, Thai",Casual Dining,600.0,1,0
20840,Masala Klub - The Taj West End,"Taj West End, Race Course Road, Bangalore",Race Course Road,Dine-out,309,4.4,No,Yes,"North Indian, South Indian",Fine Dining,4000.0,0,1
4790,SKY FOG,"1229, 4th Cross Road, HAL 3rd Stage, New Tippasandra, Bangalore",Thippasandra,Desserts,5,3.2,No,No,"Desserts, Ice Cream, Fast Food","Dessert Parlor, Quick Bites",300.0,0,0
9672,FreshEats,"Inorbit Mall, EPIP Area, Whitefield, Bangalore",East Bangalore,Dine-out,14,3.6,No,No,"Continental, North Indian, Thai",Food Truck,400.0,0,0
16533,Light House Cafe,"10/3, Devarabeesanahali, Outer Ring Road, Opposite Embassy Tech Park, Marathahalli, Bangalore",Marathahalli,Delivery,94,3.7,Yes,No,"Cafe, Beverages, Continental, North Indian, Chinese",Cafe,700.0,1,0
2900,Royal Iceberry,"60/3, Ground Floor, Manipal County Road, Singasandra, Electronic City, Bangalore",Electronic City,Delivery,5,3.4,Yes,No,Desserts,Dessert Parlor,200.0,1,0
6936,Trisha's Kitchen,"44/1/A1, BNM Complex, Basavanagar, GS Playa, Phase 2, Electronic City, Bangalore",Electronic City,Delivery,4,3.2,Yes,No,"North Indian, Chinese","Takeaway, Delivery",300.0,1,0
4036,Gruhalakshmi Home Foods,"Devarachikkanahalli Main Road, Kaveri Nagar, Bommanahalli, Bangalore Opp. Royal Legend Apartments",Bommanahalli,Delivery,0,0.0,Yes,No,Mithai,Sweet Shop,250.0,1,0
6675,Cold Fusion,"86/1, Thubrahalli, Whitefield, Bangalore",Whitefield,Delivery,0,0.0,Yes,No,"Ice Cream, Beverages, Desserts",Dessert Parlor,300.0,1,0
16736,Vinny's,"22, 1st Floor MSR Nagar, ITI layout, New BEL Road, Bangalore",New BEL Road,Delivery,1107,4.1,Yes,No,"Italian, Pizza",Casual Dining,700.0,1,0
4991,Once In Nature,"123, Opposite Royal School, 5th Phase, 24th Main JP Nagar, Bangalore",JP Nagar,Dine-out,37,3.7,Yes,No,Healthy Food,Quick Bites,300.0,1,0
11624,Dawat Midnight Express,"1, SGR Dental Collage Road, Near Railway Gate, Munekolala, Marathahalli, Bangalore",Marathahalli,Delivery,29,3.1,Yes,No,"North Indian, Chinese","Takeaway, Delivery",450.0,1,0
8300,Cafe Udupi Ruchi,"1731, 17th Cross, MC Layout, Vijay Nagar, Bangalore",Vijay Nagar,Delivery,140,4.0,Yes,No,"South Indian, North Indian, Street Food",Quick Bites,350.0,1,0
4258,Marunadan Kada,"33, 9th A Main Road, KEB Colony, 1st Stage, BTM, Bangalore",BTM,Delivery,6,3.3,No,No,"Kerala, Tea",Quick Bites,250.0,0,0
8280,ChinaMinaMo,"595, First Floor, Kundalahalli, Varthur Hobli Mahadevpura, Marathahalli, Bangalore",Marathahalli,Delivery,0,0.0,No,No,"Chinese, Continental",Quick Bites,350.0,0,0
5474,Lion City Restaurant and Cafe,"Opposite SJR Trillium Apartments, Off Hosur Road, Electronic City, Bangalore",Electronic City,Dine-out,5,3.3,No,No,"North Indian, South Indian, Chinese",Quick Bites,300.0,0,0
18548,Sutra Spice-The Resto Bar,"7, 100 Feet Road, Next to BDA Complex, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Pubs and bars,31,3.9,No,No,"South Indian, Andhra",Bar,1000.0,0,0
16446,Nomadic Tandoor,"48, 1st Main Road, Jaladarsini Layout, New BEL Road, Bangalore",New BEL Road,Dine-out,168,3.7,Yes,No,"Cafe, North Indian, Chinese, Continental",Cafe,700.0,1,0
9586,Polar Bear,"83, 80 Feet Road, 2nd Stage, RMV, New BEL Road, Bangalore",New BEL Road,Dine-out,322,4.1,Yes,No,"Desserts, Ice Cream, Beverages, Sandwich",Dessert Parlor,400.0,1,0
1255,Surya Refreshments,"134/1, KN Complex, 11th Cross, Malleshwaram, Bangalore",Malleshwaram,Delivery,40,3.9,Yes,No,South Indian,Quick Bites,150.0,1,0
15772,Baba Da Dhaba,"Campus 4a/4b, RMZ Eco World (SEZ), Outer Ring Road, Sarjapur Road, Bangalore",Sarjapur Road,Dine-out,32,3.6,No,Yes,North Indian,Casual Dining,650.0,0,1
11947,Stoned Monkey,"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Banashankari,Desserts,860,4.3,Yes,No,"Desserts, Ice Cream",Dessert Parlor,500.0,1,0
12726,Tata Cha,"Municipal #1, Mantri Mall, 3rd Floor, Malleshwaram 2nd Main, Bangalore",Malleshwaram,Dine-out,9,3.2,Yes,No,"Cafe, Tea, North Indian","Beverage Shop, Cafe",500.0,1,0
8723,Kanti Sweets,"1, Whitefield Main Road, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Whitefield,Desserts,51,3.9,Yes,No,"Mithai, Street Food","Sweet Shop, Quick Bites",400.0,1,0
12218,The Cravery,"296, Ground Floor, 5th Phase, 100 ft Outer Ring Road, JP Nagar, Bangalore",JP Nagar,Dine-out,18,2.6,Yes,No,"Continental, Burger, Beverages, Cafe, Italian, Rolls",Cafe,500.0,1,0
2123,Biryani Joint,"9, Nehru Road, St.Thomas Town, Kammanahalli Bangalore",Kammanahalli,Dine-out,4,3.3,No,No,"South Indian, Biryani",Quick Bites,200.0,0,0
2674,CakeZone,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore","Varthur Main Road, Whitefield",Delivery,16,3.8,Yes,No,"Bakery, Desserts","Takeaway, Delivery",200.0,1,0
14322,C-harge by Chefkraft,"806/1, 1st Floor, Rajeshwari Business Chambers, New Thippasandra MAin Road, Indiranagar, Bangalore",Indiranagar,Cafes,7,3.4,No,No,"Cafe, Continental",Cafe,600.0,0,0
13486,La Estranger Cafe,"1307, 24th Main Road, Sector 2, Garden Layout, HSR Layout, Bangalore",HSR,Delivery,47,3.8,Yes,No,"Cafe, Burger, Sandwich, Beverages",Cafe,500.0,1,0
19466,Bootlegger,"36, Vittal Mallya Road, Lavelle Road, Bangalore",Lavelle Road,Delivery,1543,4.1,No,No,"Continental, Steak",Pub,1200.0,0,0
18350,Satrangi,"12, Jaladarsini Layout, New BEL Road, Bangalore",New BEL Road,Delivery,212,3.7,Yes,No,"North Indian, South Indian",Casual Dining,900.0,1,0
6119,Amande Patisserie,"115, 4th Main, 4th Stage, Thyagarajanagar, Near, Basavanagudi, Bangalore",Basavanagudi,Delivery,73,4.0,Yes,No,"Bakery, French, Desserts",Bakery,300.0,1,0
3954,Taas Foods,"Opposite Sumadhura Madhram, ECC Road, Whitefield, Bangalore",Whitefield,Dine-out,0,0.0,No,No,"Chinese, Fast Food, North Indian",Quick Bites,250.0,0,0
1517,Kulfi & More,"1004, 80 Feet Road, Near Wipro Signal, 1st Block, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Desserts,7,3.5,No,No,"Ice Cream, Beverages",Dessert Parlor,200.0,0,0
20480,The Terrace at Windmills Craftworks,"331, Road No 5B, EPIP Area, Next to K.T.P.O, Whitefield, Bangalore",Whitefield,Dine-out,450,4.1,No,No,North Indian,Casual Dining,1800.0,0,0
3612,Sudhir Vada Pav & Paratha Center,"2nd Main Near Mariyamma Temple, Chinnapanahalli, Bangalore",Marathahalli,Dine-out,11,3.4,Yes,No,Street Food,Quick Bites,250.0,1,0
7590,Kalmane Koffees,"Second Floor, Garuda Mall, Magrath Road",Brigade Road,Cafes,46,3.6,No,No,Cafe,Cafe,350.0,0,0
792,Chetty's Corner,"1293, 25th Main, 9th Block, Jayanagar, Bangalore",Jayanagar,Dine-out,21,3.6,Yes,No,"Fast Food, Burger",Quick Bites,150.0,1,0
18513,Head's Or Tail's,"292, 1st Floor, 12th Cross, Wilson Garden, Bangalore",Wilson Garden,Drinks & nightlife,137,4.0,No,Yes,"Finger Food, North Indian, Chinese",Bar,1000.0,0,1
1866,Atta Galata,"134, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Dine-out,208,4.1,No,No,"Bakery, Fast Food",Quick Bites,200.0,0,0
7067,Maggi N Maggi House,"Block 1, Teacher's Colony, Sector 5, Jakkasandra, HSR, Bangalore",HSR,Delivery,0,0.0,No,No,Fast Food,"Takeaway, Delivery",300.0,0,0
6065,Kitchen Garden,"1750, 14th Main, Police Station Road, Kumaraswamy Layout, Bangalore",Kumaraswamy Layout,Delivery,244,3.6,Yes,No,"North Indian, Chinese",Quick Bites,300.0,1,0
338,Mumbai Kulfi,"13th Cross, Neeladri Nagar Main Road, Opposite Ajmera Infinity, Phase 1, Electronic City, Bangalore",Electronic City,Delivery,61,3.7,Yes,No,"Ice Cream, Desserts",Dessert Parlor,100.0,1,0
15392,Bangaliana,"Doddathogur Village, Opposite to Velankani Tech Park, Phase-1, Electronic City, Bangalore",Electronic City,Delivery,61,3.0,Yes,No,Bengali,Casual Dining,600.0,1,0
13724,eat.fit,"69/A Ground Floor, West of Chord Road Layout, 2nd Stage, Rajajinagar, Bangalore",Rajajinagar,Delivery,230,4.5,Yes,No,"Healthy Food, North Indian, Biryani, Continental, Desserts",Delivery,500.0,1,0
2345,Swadishta,"Number 2996, Dr Ambedkar Road, Pattandur Agrahara, Whitefield",Whitefield,Dine-out,7,3.4,No,No,"South Indian, Chinese, North Indian",Quick Bites,200.0,0,0
4005,Five Star Chicken,"43, Ground Floor, R R Commercial Complex, SY 316/1, Begur Hulimavu Road, Begur Hobli, Bannerghatta Road, Bangalore",Bannerghatta Road,Delivery,9,3.5,Yes,No,"Fast Food, Beverages",Quick Bites,250.0,1,0
16937,Pizza Hut,"542/19, Ground Floor, 1st Block, Dr Rajkumar Road, Rajajinagar, Bangalore",Rajajinagar,Dine-out,108,3.5,Yes,No,"Pizza, Fast Food",Quick Bites,750.0,1,0
11660,Super Thali,"3, 11th Cross, Maruthinagar, 1st Stage, BTM, Bangalore",BTM,Delivery,0,0.0,Yes,No,North Indian,"Takeaway, Delivery",450.0,1,0
20882,Sri Andhra Bhawan,"2nd Cross, Nanjappa Garden, Horamavu Main Road, Outer Ring Road, Banaswadi, Bangalore",Banaswadi,Dine-out,0,0.0,No,No,"North Indian, South Indian",Casual Dining,,0,0
18750,4 Seasons Restaurant,"1st Floor, Lamcy Plaza, Opposite Tanishq Showrrom, HRBR, 2nd Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Dine-out,399,3.7,Yes,Yes,"North Indian, Seafood, Middle Eastern, Chinese",Casual Dining,1000.0,1,1
5707,Naina Nand Food Express,"59, 10th Cross,10th Main, 4th Block, Maruthi Layout, HBR Layout, Bangalore",HBR Layout,Dine-out,8,3.3,Yes,No,"North Indian, Chinese",Quick Bites,300.0,1,0
9850,Lyengar's Cakes N Cookies,"3/7, N.G.R Complex, Arekere Main Road, Bannerghatta Road, Bangalore",Bannerghatta Road,Delivery,0,0.0,Yes,No,"Bakery, Desserts",Bakery,400.0,1,0
9001,Shanghai Times,"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",Whitefield,Dine-out,9,3.4,No,No,Chinese,Quick Bites,400.0,0,0
7018,Hunger Twist,"Chelikere 2nd Cross, Chikkathayyappa Reddy Layout, Kalyan Nagar Post, Bangalore, Kalyan Nagar, Bangalore",Kalyan Nagar,Delivery,60,3.8,Yes,No,"Fast Food, Burger",Delivery,300.0,1,0
17607,Paradise,"Virginia Mall, 10 - 12, Ramgondanahalli, Varthur Hobli, Whitefield, Bangalore",Whitefield,Dine-out,1688,4.0,Yes,Yes,"Biryani, North Indian, Kebab",Casual Dining,800.0,1,1
8256,Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,"24, Nanjappa Road, Shanti Nagar, Bangalore",Shanti Nagar,Delivery,33,3.8,No,No,"Bakery, Desserts",Delivery,350.0,0,0
17572,Basmati Bar & Restaurant,"Opposite Prestige Tech Park, Kadubeesanhalli Bus Stop, Marathahalli, Bangalore",Marathahalli,Dine-out,345,3.8,Yes,Yes,"Biryani, Andhra, North Indian, Chinese",Casual Dining,800.0,1,1
11652,Snow'ora,"772, Ground Floor, Peripheral Road, 80 Feet Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Delivery,342,4.3,Yes,Yes,"Desserts, Ice Cream, Beverages",Quick Bites,450.0,1,1
14933,3 Leafs,"158, Vignana Nagara Main Road, Kaggadasapura, Bangalore",Kaggadasapura,Dine-out,128,3.7,Yes,No,"North Indian, South Indian, Chinese",Casual Dining,600.0,1,0
7262,Mazedaar,"691, Service Road, Next To Masjid-e-Yousuff, Hennur Signal Service Road, HBR Layout, Bangalore",HBR Layout,Delivery,10,3.2,No,No,"North Indian, Chinese",Quick Bites,300.0,0,0
16817,The Egg Factory,"288, Ground Floor, Opposite HP Petrol Pump, 15th Cross, 18th Main, 5th Phase, JP Nagar, Bangalore",JP Nagar,Dine-out,1306,4.0,Yes,No,"Continental, American",Casual Dining,750.0,1,0
249,Kaapi Kendra,"278, 34th Cross Road, 4th Block, Jayanagar, Bangalore",Jayanagar,Delivery,14,3.7,Yes,No,South Indian,Quick Bites,100.0,1,0
18858,Cafe Treat - The Pride Hotel,"The Pride Hotel, 93, Richmond Road, Bangalore",Richmond Road,Delivery,119,4.1,Yes,No,"Continental, Asian, Italian",Casual Dining,1000.0,1,0
1842,Dribzz Bakes & Cafe,"81, 2nd Main, 3rd Cross, Near Christ College, BTM, Bangalore",BTM,Dine-out,0,0.0,No,No,"Fast Food, Chinese, Desserts",Quick Bites,200.0,0,0
34,S R & Sons Bakery,"442, Jumma Masjid Road, Near Commercial Street, Commercial Street, Bangalore",Commercial Street,Desserts,10,3.5,No,No,Bakery,Dessert Parlor,100.0,0,0
13873,Subway,"12, 4th Floor, Food Court, Ascendas Park Square Mall, Whitefield, Bangalore","ITPL Main Road, Whitefield",Delivery,141,3.4,Yes,No,"Healthy Food, Sandwich, Salad","Quick Bites, Food Court",500.0,1,0
8958,KUNG FOOD,"286, Commercial Plaza, 2nd Floor, Ganerz Loops Foodcourt, Kamaraj Road, Commercial Street, Bangalore",Commercial Street,Dine-out,0,0.0,No,No,Chinese,Quick Bites,400.0,0,0
1077,South Tiffins,"351, 5th Main, 4th Avenue, Teachers Colony, HSR, Bangalore",HSR,Delivery,144,3.6,Yes,No,South Indian,Quick Bites,150.0,1,0
312,Pooja Veg,"Shop 40, Coles Road, Frazer Town, Bangalore",Frazer Town,Delivery,9,3.1,Yes,No,South Indian,Quick Bites,100.0,1,0
19700,20 Char - Sterlings MAC Hotel,"Sterling Mac Hotel, 134, HAL Old Airport Road, Old Airport Road, Bangalore",Old Airport Road,Buffet,419,4.0,Yes,Yes,"Chinese, Continental, North Indian, South Indian, Arabian","Casual Dining, Bar",1400.0,1,1
11744,Pizza Baker's,"2 & 3, 22/85, 4th Cross, Munivenkatappa Layout, Nagawara, Bangalore",Nagawara,Delivery,17,3.3,Yes,No,"Pizza, Burger, Fast Food, Beverages",Quick Bites,450.0,1,0
10126,Kadamba Foodline,"17/4, Cambridge Layout, Ulsoor, Bangalore",Ulsoor,Delivery,29,3.7,Yes,No,"Chinese, North Indian, South Indian",Casual Dining,400.0,1,0
13766,Fit Dish Fetish,Delivery Only,West Bangalore,Delivery,38,3.5,No,No,Healthy Food,"Takeaway, Delivery",500.0,0,0
5400,Vinus Foods,"7, Vasanth Nagar, Bengaluru",Vasanth Nagar,Dine-out,0,0.0,No,No,South Indian,Quick Bites,300.0,0,0
10031,INDULGE by InnerChef,"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,Delivery,22,3.6,Yes,No,"Desserts, Bakery",Bakery,400.0,1,0
20156,Indian Kitchen,"20, Upper Ground Floor, 26/1, Orion Mall, Brigade Gateway, 80 feet Road, Malleshwaram, Bangalore",Malleshwaram,Dine-out,485,4.2,No,No,"North Indian, Mughlai",Casual Dining,1500.0,0,0
16856,Mani's Dum Biryani,"88, KK Centre, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Dine-out,778,3.9,Yes,No,"Biryani, Kebab",Casual Dining,750.0,1,0
16628,Cafe Fattoush,"27/4, Outer Ring Road, 2nd Stage, BTM, Bangalore",BTM,Delivery,24,3.8,Yes,No,"Cafe, Lebanese",Cafe,700.0,1,0
18572,Head's Or Tail's,"292, 1st Floor, 12th Cross, Wilson Garden, Bangalore",Wilson Garden,Pubs and bars,137,4.0,No,Yes,"Finger Food, North Indian, Chinese",Bar,1000.0,0,1
240,By 2 Coffee,"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",Basavanagudi,Delivery,25,3.9,Yes,No,South Indian,Quick Bites,100.0,1,0
5159,Sri Sai Sagar Food,"14/15, Manipal Center 47, Dickenson Road, MG Road, Bangalore",MG Road,Dine-out,0,0.0,No,No,"Street Food, Fast Food, North Indian",Quick Bites,300.0,0,0
17843,Thai House,"840/A/1, 100Ft Road, Near Post Office, Indiranagar, Bangalore",Indiranagar,Delivery,227,4.2,Yes,No,Thai,Casual Dining,800.0,1,0
6701,The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Delivery,117,4.6,Yes,No,"Desserts, Beverages",Dessert Parlor,300.0,1,0
473,Santhanam Sweets & Savouries,"294, Narayana Pillai Street, Commercial Street, Bangalore",Commercial Street,Desserts,34,3.9,No,No,"Mithai, Street Food",Sweet Shop,150.0,0,0
